feature,importance,importance_pct
pm25,0.9446035163389107,94.46035163389107
dew,0.015933419675279194,1.5933419675279195
wind,0.013785392379422261,1.378539237942226
temp,0.0129487458740879,1.2948745874087901
pressure,0.012728925732300021,1.272892573230002
